🐉央视IPV6,#genre#
北京国际,http://221.221.153.193:8888/rtp/239.3.1.235:8000

北京新闻,http://iptv.8t.cx:8180/rtp/239.3.1.159:8000
北京生活,http://iptv.8t.cx:8180/rtp/239.3.1.117:8000
北京影视,http://iptv.8t.cx:8180/rtp/239.3.1.158:8000
北京文艺,http://iptv.8t.cx:8180/rtp/239.3.1.242:8000
北京财经,http://iptv.8t.cx:8180/rtp/239.3.1.116:8000
北京体育,http://iptv.8t.cx:8180/rtp/239.3.1.243:8000
北京国际,http://iptv.8t.cx:8180/rtp/239.3.1.235:8000
北京科教,http://iptv.8t.cx:8180/rtp/239.3.1.115:8000
北京卡酷,http://iptv.8t.cx:8180/rtp/239.3.1.189:8000

北京卫视,http://www.weec.top:2222/udp/239.3.1.241:8000
北京科教,http://www.weec.top:2222/udp/239.3.1.115:8000
北京财经,http://www.weec.top:2222/udp/239.3.1.116:8000
北京生活,http://www.weec.top:2222/udp/239.3.1.117:8000
北京影视,http://www.weec.top:2222/udp/239.3.1.158:8000
北京新闻,http://www.weec.top:2222/udp/239.3.1.159:8000
北京文艺,http://www.weec.top:2222/udp/239.3.1.242:8000
北京体育,http://www.weec.top:2222/udp/239.3.1.243:8000
北京国际,http://www.weec.top:2222/udp/239.3.1.235:8000
北京卡酷,http://www.weec.top:2222/udp/239.3.1.189:8000

北京财经,http://218.241.192.50:8808/rtp/239.3.1.116:8000
北京国际,http://218.241.192.50:8808/rtp/239.3.1.235:8000
北京科教,http://218.241.192.50:8808/rtp/239.3.1.115:8000
北京卡酷,http://218.241.192.50:8808/rtp/239.3.1.189:8000
北京生活,http://218.241.192.50:8808/rtp/239.3.1.117:8000
北京体育,http://218.241.192.50:8808/rtp/239.3.1.243:8000
北京文艺,http://218.241.192.50:8808/rtp/239.3.1.242:8000
北京新闻,http://218.241.192.50:8808/rtp/239.3.1.159:8000
北京影视,http://218.241.192.50:8808/rtp/239.3.1.158:8000

北京IPTV淘Baby,http://ikuai.zlsip.top:4022/rtp/239.3.1.238:8001
北京IPTV淘剧场,http://ikuai.zlsip.top:4022/rtp/239.3.1.95:8001
北京IPTV淘娱乐,http://ikuai.zlsip.top:4022/rtp/239.3.1.100:8001
北京IPTV淘电影,http://ikuai.zlsip.top:4022/rtp/239.3.1.250:8001
北京IPTV淘精彩,http://ikuai.zlsip.top:4022/rtp/239.3.1.178:8001
北京IPTV萌宠TV,http://ikuai.zlsip.top:4022/rtp/239.3.1.102:8001

北京IPTV淘精彩,http://unraid.jimin.codetech.top:8888/udp/239.3.1.178:8001
北京IPTV淘娱乐,http://unraid.jimin.codetech.top:8888/udp/239.3.1.100:8001
北京IPTV淘剧场,http://unraid.jimin.codetech.top:8888/udp/239.3.1.95:8001
北京IPTV淘Baby,http://unraid.jimin.codetech.top:8888/udp/239.3.1.238:8001
北京IPTV淘电影,http://unraid.jimin.codetech.top:8888/udp/239.3.1.250:8001
北京IPTV萌宠TV,http://unraid.jimin.codetech.top:8888/udp/239.3.1.102:8001

北京IPTV4K超清,http://221.221.153.193:8888/rtp/239.3.1.249:8001
北京IPTV淘电影,http://221.221.153.193:8888/rtp/239.3.1.250:8001
北京IPTV淘剧场,http://221.221.153.193:8888/rtp/239.3.1.95:8001
北京IPTV淘娱乐,http://221.221.153.193:8888/rtp/239.3.1.100:8001
北京IPTV淘Baby,http://221.221.153.193:8888/rtp/239.3.1.238:8001
北京IPTV淘精彩,http://221.221.153.193:8888/rtp/239.3.1.178:8001
北京IPTV萌宠TV,http://221.221.153.193:8888/rtp/239.3.1.102:8001

北京IPTV淘电影,http://218.241.192.50:8808/udp/239.3.1.250:8001
北京IPTV淘Baby,http://218.241.192.50:8808/udp/239.3.1.238:8001
北京IPTV萌宠TV,http://218.241.192.50:8808/udp/239.3.1.102:8001
北京IPTV淘精彩,http://218.241.192.50:8808/udp/239.3.1.178:8001
北京IPTV淘剧场,http://218.241.192.50:8808/udp/239.3.1.95:8001
北京IPTV淘娱乐,http://218.241.192.50:8808/udp/239.3.1.100:8001

北京IPTV淘精彩,http://omnix.cn:4000/udp/225.1.8.33:8002
北京IPTV淘Baby,http://omnix.cn:4000/udp/225.1.8.36:8002
北京IPTV淘剧场,http://omnix.cn:4000/udp/225.1.8.37:8002
北京IPTV淘电影,http://omnix.cn:4000/udp/225.1.8.38:8002
北京IPTV淘娱乐,http://omnix.cn:4000/udp/225.1.8.61:8002
北京IPTV萌宠TV,http://omnix.cn:4000/udp/225.1.8.63:8002
北京IPTV超清4K,http://omnix.cn:4000/udp/225.1.8.211:8002

北京房山,http://115.171.80.38:8888/udp/225.1.8.68:8002
北京朝阳,http://115.171.80.38:8888/udp/225.1.8.69:8002
北京密云,http://115.171.80.38:8888/udp/225.1.8.75:8002
北京朝阳,http://218.241.192.50:8808/rtp/239.3.1.163:8001
北京通州,http://218.241.192.50:8808/rtp/239.3.1.221:8001
北京密云,http://218.241.192.50:8808/rtp/239.3.1.154:8001
北京延庆,http://218.241.192.50:8808/rtp/239.3.1.187:8001
北京房山,http://218.241.192.50:8808/rtp/239.3.1.96:8001
北京房山,https://live.funhillrm.com/2/sd/live.m3u8
房山有线,http://live.funhillrm.com/5/sd/live.m3u8
石景山有线,http://live.sjsrm.com/bjsjs/sd/live.m3u8

🌸上海频道,#genre#
上海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
上海纪实,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225738/index.m3u8

嘉定电视台,https://pili-live-hls.wdit.com.cn/wditlive/15472c98517744b994e85c9c60cc93cf6a3b.m3u8
崇明电视台,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8
金山电视台,http://live.mudu.tv/watch/4zbn2f.m3u8
☘️天津频道,#genre#
天津卫视,http://json.isoft.fun:4022/udp/225.1.1.111:5002
天津新闻,http://json.isoft.fun:4022/udp/225.1.1.130:5002
天津文艺,http://json.isoft.fun:4022/udp/225.1.1.131:5002
天津影视,http://json.isoft.fun:4022/udp/225.1.1.149:5002
天津都市,http://json.isoft.fun:4022/udp/225.1.1.128:5002
天津体育,http://json.isoft.fun:4022/udp/225.1.1.122:5002
天津科教,http://json.isoft.fun:4022/udp/225.1.1.129:5002
天津少儿,http://json.isoft.fun:4022/udp/225.1.1.125:5002
天津IPTV,http://json.isoft.fun:4022/udp/225.1.2.123:5002

天津津南一套,http://play.jinnantv.top/live/JNTV1.m3u8?ztianjd
天津滨海新闻,http://traffic.jbh.tjbh.com/live/bhtv1/playlist.m3u8
天津滨海综艺,http://traffic.jbh.tjbh.com/live/bhtv2/playlist.m3u8
天津滨海影视,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8
天津宁河新闻,http://wshls.live.migucloud.com:80/live/RQXD0636-C0/playlist.m3u8
天津津南一套,http://play.jinnantv.top/live/JNTV1.m3u8
天津滨海新闻,http://traffic.jbh.tjbh.com/live/bhtv1/playlist.m3u8
天津滨海综艺,http://traffic.jbh.tjbh.com/live/bhtv2/playlist.m3u8
天津滨海影视,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8
天津宁河新闻,http://wshls.live.migucloud.com:80/live/RQXD0636-C0/playlist.m3u8
天津津南一套,http://play.jinnantv.top/live/JNTV1.m3u8

🎬凤凰影视,#genre#
凤凰中文,http://58.144.154.93:80/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://58.144.154.93:80/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://58.144.154.93:80/qctv.fengshows.cn/live/0701phk72.m3u8

凤凰中文,https://stream1.freetv.fun/fe3d3346f748e4ec230691be958aff27e91c225b43b5855685cd1fbe79c56f60.ctv
凤凰资讯,https://stream1.freetv.fun/a5857ad51b58a0f7a8c9cbdf291571692b0eed9f5ab2cfce97a211260533c0d8.ctv
凤凰香港,https://stream1.freetv.fun/1f5ab9d3767b4d8b2494facfd687ce858e0feafd81ce67a4f67b8346c5f5baff.ctv

凤凰中文,http://ayolee.com:5253/udp/239.93.0.162:2192
凤凰资讯,http://ayolee.com:5253/udp/239.93.0.118:2191
凤凰香港,http://www.lebaobei.top:6868/udp/239.255.30.123:8231

香港环球,http://zb.xzxwhcb.com:9999/hls/world.m3u8?token=512df05ba57ed3414d0e75c93e179adb798b283317550a440edbc1c5c6536489057414d5db8be10012cbecea2846af9218270c

CHC-高清电影,http://cqcbn1.live.cbncdn.cn:8090/__cl/cg:live/__c/chcgqdyHD/__op/default/__f/index.m3u8
CHC-动作电影,http://cqcbn1.live.cbncdn.cn:8090/__cl/cg:live/__c/chcdzdyHD/__op/default/__f/index.m3u8
CHC-家庭影院,http://cqcbn1.live.cbncdn.cn:8090/__cl/cg:live/__c/chcjtyyHD/__op/default/__f/index.m3u8

CHC-高清电影,http://cqcbn4.live.cbncdn.cn:8090/__cl/cg:live/__c/chcgqdyHD/__op/default/__f/index.m3u8
CHC-动作电影,http://cqcbn4.live.cbncdn.cn:8090/__cl/cg:live/__c/chcdzdyHD/__op/default/__f/index.m3u8
CHC-家庭影院,http://cqcbn4.live.cbncdn.cn:8090/__cl/cg:live/__c/chcjtyyHD/__op/default/__f/index.m3u8

CHC-动作电影,http://www.wpfhome.cn:5555/udp/235.254.199.247:7980
CHC-高清电影,http://www.wpfhome.cn:5555/udp/235.254.199.248:7980
CHC-家庭影院,http://www.wpfhome.cn:5555/udp/235.254.199.246:7980

CHC-高清电影,http://www.furymax.top:85/rtp/239.69.1.241:11088
CHC-动作电影,http://www.furymax.top:85/rtp/239.69.1.242:11094
CHC-家庭影院,http://www.furymax.top:85/rtp/239.69.1.243:11100

黑莓电影,http://39.134.65.141/PLTV/88888888/224/3221225681/1.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225743/1.m3u8

重温经典,http://cg12.hunancatv.cn:9090/live/CWJD.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=1503359536318867014&srchost=172.16.22.158:8060&gid=OHehEP1KV9FqguWiPXrX6Q%3D%3D
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv?token=512df05ba57ed3414d0e75c93e179adb7990267441471e4016cdcf878b4571da512a5ec2978ce05c51d5f5fd6b43f69a420d57f7e4c10c40729d
重温经典,http://mtw.so/5NPX0U
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
重温经典,http://36.108.172.237:10097/stream/channelid/1129822714

CIBN情感影院,http://zby.xjqxz.top/zh09/live.m3u8
CIBN动作影院,http://zby.xjqxz.top/zh04/live.m3u8
CIBN古装剧场,http://zby.xjqxz.top/gzwxj/live.m3u8
CIBN经典剧场,http://zby.xjqxz.top/gzdsj2/live.m3u8
CIBN精品影院,http://zby.xjqxz.top/zh13/live.m3u8
CIBN流金岁月,http://zby.xjqxz.top/hkdy1/live.m3u8
CIBN院线大片,http://zby.xjqxz.top/zh06/live.m3u8

电影_贺岁,http://cfss.cc/cdn/hy/11601971.flv
电影_玄幻,http://cfss.cc/cdn/hy/11342414.flv
电影_谍战,http://cfss.cc/cdn/hy/21059585.flv
电影_战争,http://cfss.cc/cdn/hy/21059592.flv
电影_喜剧,http://cfss.cc/cdn/hy/11352877.flv
电影_国产,http://cfss.cc/cdn/hy/11352973.flv
电影_周星星,http://cfss.cc/cdn/hy/11336587.flv
电影_梁家辉,http://cfss.cc/cdn/hy/11342429.flv
电影_斯坦森,http://cfss.cc/cdn/hy/21059588.flv
电影_八点档,http://cfss.cc/cdn/hy/880261.flv
电影_蜘蛛侠,http://cfss.cc/cdn/hy/21059599.flv
电影_贺岁片,http://cfss.cc/cdn/hy/11601986.flv
电影_功夫片,http://cfss.cc/cdn/hy/11352941.flv
电影_黑帮片,http://cfss.cc/cdn/hy/11336719.flv
电影_丧尸片,http://cfss.cc/cdn/hy//21059578.flv
电影_灾难片,http://cfss.cc/cdn/hy/11602075.flv
电影_谍战片,http://cfss.cc/cdn/hy/21059587.flv
电影_战争片,http://cfss.cc/cdn/hy/21059574.flv
电影_犯罪片,http://cfss.cc/cdn/hy/11352974.flv
电影_古装片,http://cfss.cc/cdn/hy/11336590.flv
电影_高分动作,http://cfss.cc/cdn/hy/11352884.flv
电影_动作电影,http://cfss.cc/cdn/hy/11602077.flv
电影_搞笑喜剧,http://cfss.cc/cdn/hy/11342423.flv
电影_喜剧专场,http://cfss.cc/cdn/hy/11602044.flv
电影_欢笑影院,http://cfss.cc/cdn/hy/11352894.flv
电影_不挤影院,http://cfss.cc/cdn/hy/11352897.flv
电影_国产悬疑,http://cfss.cc/cdn/hy/11342395.flv
电影_快意江湖,http://cfss.cc/cdn/hy/11342435.flv
电影_黑帮斗争,http://cfss.cc/cdn/hy/11342419.flv
电影_嫣然影厅,http://cfss.cc/cdn/hy/11601977.flv
电影_经典港片,http://cfss.cc/cdn/hy/11352965.flv
电影_镖行天下,http://cfss.cc/cdn/hy/11352969.flv
电影_喜乐影院,http://cfss.cc/cdn/hy/21059580.flv

电影-星爷,http://cfss.cc/cdn/hy/11342412.flv
电影-英叔,http://cfss.cc/cdn/hy/11342421.flv
电影-发哥,http://cfss.cc/cdn/hy/11342387.flv
电影-成龙,http://cfss.cc/cdn/hy/11342386.flv
电影-王晶,http://cfss.cc/cdn/hy/11602058.flv
电影-沈腾,http://cfss.cc/cdn/hy/11601968.flv
电影-黄渤,http://cfss.cc/cdn/hy/11352876.flv
电影-强森,http://cfss.cc/cdn/hy/21059581.flv
电影-漫威,http://cfss.cc/cdn/hy/11602034.flv
电影-许冠英,http://cfss.cc/cdn/hy/11601972.flv
电影-五福星,http://cfss.cc/cdn/hy/11282233.flv
电影-邱淑贞,http://cfss.cc/cdn/hy/11352949.flv
电影-古天乐,http://cfss.cc/cdn/hy/11602041.flv
电影-徐克,http://cfss.cc/cdn/hy/11352909.flv
电影-冯小刚,http://cfss.cc/cdn/hy/11352906.flv
电影-甄子丹,http://cfss.cc/cdn/hy/11352935.flv
电影-周星星,http://cfss.cc/cdn/hy/11336587.flv
电影-李连杰,http://cfss.cc/cdn/hy/11342390.flv
电影-洪金宝,http://cfss.cc/cdn/hy/11279251.flv
电影-梁家辉,http://cfss.cc/cdn/hy/11342429.flv
电影-刘德华,http://cfss.cc/cdn/hy/11342424.flv
电影-斯坦森,http://cfss.cc/cdn/hy/11352963.flv
电影-曾江,http://cfss.cc/cdn/hy/11601981.flv
电影-周海媚,http://cfss.cc/cdn/hy/11279247.flv
电影-宇宙,http://cfss.cc/cdn/hy/11342428.flv
电影-怪兽,http://cfss.cc/cdn/hy/21059577.flv
电影-武侠,http://cfss.cc/cdn/hy/11342427.flv
电影-警匪,http://cfss.cc/cdn/hy/11352886.flv
电影-罪犯,http://cfss.cc/cdn/hy/11352962.flv
电影-枪战,http://cfss.cc/cdn/hy/21059579.flv
电影-海盗,http://cfss.cc/cdn/hy/21059595.flv
电影-推荐,http://cfss.cc/cdn/hy/11602041.flv
电影-救援,http://cfss.cc/cdn/hy/21059594.flv
电影-热血,http://cfss.cc/cdn/hy/11352934.flv
电影-盗墓,http://cfss.cc/cdn/hy/21059552.flv
电影-贺岁,http://cfss.cc/cdn/hy/11601971.flv
电影-玄幻,http://cfss.cc/cdn/hy/11342414.flv
电影-谍战,http://cfss.cc/cdn/hy/21059585.flv
电影-战争,http://cfss.cc/cdn/hy/21059592.flv
电影-喜剧,http://cfss.cc/cdn/hy/11352877.flv
电影-港片,http://cfss.cc/cdn/hy/11602043.flv
电影-国产,http://cfss.cc/cdn/hy/11352973.flv
电影-八点档,http://cfss.cc/cdn/hy/880261.flv
电影-超异能族,http://cfss.cc/cdn/hy/21059586.flv
电影-古墓系列,http://cfss.cc/cdn/hy/11352913.flv
电影-蜘蛛侠,http://cfss.cc/cdn/hy/21059599.flv
电影-贺岁片,http://cfss.cc/cdn/hy/11601986.flv
电影-功夫片,http://cfss.cc/cdn/hy/11352941.flv
电影-黑帮片,http://cfss.cc/cdn/hy/11336719.flv
电影-丧尸片,http://cfss.cc/cdn/hy//21059578.flv
电影-灾难片,http://cfss.cc/cdn/hy/11602075.flv
电影-谍战片,http://cfss.cc/cdn/hy/21059587.flv
电影-战争片,http://cfss.cc/cdn/hy/21059574.flv
电影-犯罪片,http://cfss.cc/cdn/hy/11352974.flv
电影-古装片,http://cfss.cc/cdn/hy/11336590.flv
电影-高分动作,http://cfss.cc/cdn/hy/11352884.flv
电影-动作电影,http://cfss.cc/cdn/hy/11602077.flv
电影-搞笑喜剧,http://cfss.cc/cdn/hy/11342423.flv
电影-喜剧专场,http://cfss.cc/cdn/hy/11602044.flv
电影-欢笑影院,http://cfss.cc/cdn/hy/11352894.flv
电影-不挤影院,http://cfss.cc/cdn/hy/11352897.flv
电影-国产悬疑,http://cfss.cc/cdn/hy/11342395.flv
电影-快意江湖,http://cfss.cc/cdn/hy/11342435.flv
电影-黑帮斗争,http://cfss.cc/cdn/hy/11342419.flv
电影-嫣然影厅,http://cfss.cc/cdn/hy/11601977.flv
电影-许氏三杰,http://cfss.cc/cdn/hy/11602033.flv
电影-经典港片,http://cfss.cc/cdn/hy/11352965.flv
电影-镖行天下,http://cfss.cc/cdn/hy/11352969.flv
电影-高能反转,http://cfss.cc/cdn/hy/11352887.flv
电影-喜乐影院,http://cfss.cc/cdn/hy/21059580.flv
电影-蘑菇影厅,http://cfss.cc/cdn/hy/11601981.flv
电影-搞笑恐怖,http://cfss.cc/cdn/hy/11601960.flv
电影-死神来了,http://cfss.cc/cdn/hy/11352903.flv
电影-变形金刚,http://cfss.cc/cdn/hy/21059596.flv
电影-怪兽系列,http://cfss.cc/cdn/hy/21059554.flv

电影-星爷,http://159.75.85.63:35455/huya/11342412
电影-英叔,http://159.75.85.63:35455/huya/11342421
电影-发哥,http://159.75.85.63:35455/huya/11342387
电影-成龙,http://159.75.85.63:35455/huya/11342386
电影-王晶,http://159.75.85.63:35455/huya/11602058
电影-沈腾,http://159.75.85.63:35455/huya/11601968
电影-黄渤,http://159.75.85.63:35455/huya/11352876
电影-强森,http://159.75.85.63:35455/huya/21059581
电影-漫威,http://159.75.85.63:35455/huya/11602034
电影-宇宙,http://159.75.85.63:35455/huya/11342428
电影-怪兽,http://159.75.85.63:35455/huya/21059577
电影-武侠,http://159.75.85.63:35455/huya/11342427
电影-警匪,http://159.75.85.63:35455/huya/11352886
电影-罪犯,http://159.75.85.63:35455/huya/11352962
电影-枪战,http://159.75.85.63:35455/huya/21059579
电影-海盗,http://159.75.85.63:35455/huya/21059595
电影-赛车,http://159.75.85.63:35455/huya/11279247
电影-推荐,http://159.75.85.63:35455/huya/11602041
电影-救援,http://159.75.85.63:35455/huya/21059594
电影-热血,http://159.75.85.63:35455/huya/11352934
电影-盗墓,http://159.75.85.63:35455/huya/21059552
电影-贺岁,http://159.75.85.63:35455/huya/11601971
电影-玄幻,http://159.75.85.63:35455/huya/11342414
电影-谍战,http://159.75.85.63:35455/huya/21059585
电影-战争,http://159.75.85.63:35455/huya/21059592
电影-喜剧,http://159.75.85.63:35455/huya/11352877
电影-港片,http://159.75.85.63:35455/huya/11602043
电影-国产,http://159.75.85.63:35455/huya/11352973
电影-周星星,http://159.75.85.63:35455/huya/11336587
电影-李连杰,http://159.75.85.63:35455/huya/11342390
电影-洪金宝,http://159.75.85.63:35455/huya/11279251
电影-梁家辉,http://159.75.85.63:35455/huya/11342429
电影-许冠英,http://159.75.85.63:35455/huya/11601972
电影-刘德华,http://159.75.85.63:35455/huya/11342424
电影-斯坦森,http://159.75.85.63:35455/huya/21059588
电影-小鬼头,http://159.75.85.63:35455/huya/11352963
电影-八点档,http://159.75.85.63:35455/huya/880261
电影-蜘蛛侠,http://159.75.85.63:35455/huya/21059599
电影-贺岁片,http://159.75.85.63:35455/huya/11601986
电影-功夫片,http://159.75.85.63:35455/huya/11352941
电影-黑帮片,http://159.75.85.63:35455/huya/11336719
电影-丧尸片,http://159.75.85.63:35455/huya/21059578
电影-灾难片,http://159.75.85.63:35455/huya/11602075
电影-谍战片,http://159.75.85.63:35455/huya/21059587
电影-战争片,http://159.75.85.63:35455/huya/21059574
电影-犯罪片,http://159.75.85.63:35455/huya/11352974
电影-古装片,http://159.75.85.63:35455/huya/11336590
电影-高分动作,http://159.75.85.63:35455/huya/11352884
电影-动作电影,http://159.75.85.63:35455/huya/11602077
电影-搞笑喜剧,http://159.75.85.63:35455/huya/11342423
电影-喜剧专场,http://159.75.85.63:35455/huya/11602044
电影-欢笑影院,http://159.75.85.63:35455/huya/11352894
电影-不挤影院,http://159.75.85.63:35455/huya/11352897
电影-国产悬疑,http://159.75.85.63:35455/huya/11342395
电影-快意江湖,http://159.75.85.63:35455/huya/11342435
电影-黑帮斗争,http://159.75.85.63:35455/huya/11342419
电影-古墓系列,http://159.75.85.63:35455/huya/11352913
电影-嫣然影厅,http://159.75.85.63:35455/huya/11601977
电影-女神系列,http://159.75.85.63:35455/huya/11336571
电影-经典女神,http://159.75.85.63:35455/huya/11352909
电影-许氏三杰,http://159.75.85.63:35455/huya/11602033
电影-经典港片,http://159.75.85.63:35455/huya/11352965
电影-镖行天下,http://159.75.85.63:35455/huya/11352969
电影-高能反转,http://159.75.85.63:35455/huya/11352887
电影-喜乐影院,http://159.75.85.63:35455/huya/21059580
电影-蘑菇影厅,http://159.75.85.63:35455/huya/11601981
电影-搞笑恐怖,http://159.75.85.63:35455/huya/11601960
电影-死神来了,http://159.75.85.63:35455/huya/11352903
电影-变形金刚,http://159.75.85.63:35455/huya/21059596
电影-怪兽系列,http://159.75.85.63:35455/huya/21059554

电影-星爷,https://live.metshop.top/huya/11342412
电影-英叔,https://live.metshop.top/huya/11342421
电影-发哥,https://live.metshop.top/huya/11342387
电影-成龙,https://live.metshop.top/huya/11342386
电影-王晶,https://live.metshop.top/huya/11602058
电影-沈腾,https://live.metshop.top/huya/11601968
电影-黄渤,https://live.metshop.top/huya/11352876
电影-强森,https://live.metshop.top/huya/21059581
电影-漫威,https://live.metshop.top/huya/11602034
电影-宇宙,https://live.metshop.top/huya/11342428
电影-怪兽,https://live.metshop.top/huya/21059577
电影-武侠,https://live.metshop.top/huya/11342427
电影-警匪,https://live.metshop.top/huya/11352886
电影-罪犯,https://live.metshop.top/huya/11352962
电影-枪战,https://live.metshop.top/huya/21059579
电影-海盗,https://live.metshop.top/huya/21059595
电影-赛车,https://live.metshop.top/huya/11279247
电影-推荐,https://live.metshop.top/huya/11602041
电影-救援,https://live.metshop.top/huya/21059594
电影-热血,https://live.metshop.top/huya/11352934
电影-盗墓,https://live.metshop.top/huya/21059552
电影-贺岁,https://live.metshop.top/huya/11601971
电影-玄幻,https://live.metshop.top/huya/11342414
电影-谍战,https://live.metshop.top/huya/21059585
电影-战争,https://live.metshop.top/huya/21059592
电影-喜剧,https://live.metshop.top/huya/11352877
电影-港片,https://live.metshop.top/huya/11602043
电影-国产,https://live.metshop.top/huya/11352973
电影-周星星,https://live.metshop.top/huya/11336587
电影-李连杰,https://live.metshop.top/huya/11342390
电影-洪金宝,https://live.metshop.top/huya/11279251
电影-梁家辉,https://live.metshop.top/huya/11342429
电影-刘德华,https://live.metshop.top/huya/11342424
电影-斯坦森,https://live.metshop.top/huya/21059588
电影-小鬼头,https://live.metshop.top/huya/11352963
电影-八点档,https://live.metshop.top/huya/880261
电影-蜘蛛侠,https://live.metshop.top/huya/21059599
电影-贺岁片,https://live.metshop.top/huya/11601986
电影-功夫片,https://live.metshop.top/huya/11352941
电影-黑帮片,https://live.metshop.top/huya/11336719
电影-丧尸片,https://live.metshop.top/huya/21059578
电影-灾难片,https://live.metshop.top/huya/11602075
电影-谍战片,https://live.metshop.top/huya/21059587
电影-战争片,https://live.metshop.top/huya/21059574
电影-犯罪片,https://live.metshop.top/huya/11352974
电影-古装片,https://live.metshop.top/huya/11336590

电影_星爷,http://ygbh.live/huya.php?id=11342412
电影_英叔,http://ygbh.live/huya.php?id=11342421
电影_发哥,http://ygbh.live/huya.php?id=11342387
电影_成龙,http://ygbh.live/huya.php?id=11342386
电影_王晶,http://ygbh.live/huya.php?id=11602058
电影_沈腾,http://ygbh.live/huya.php?id=11601968
电影_黄渤,http://ygbh.live/huya.php?id=11352876
电影_强森,http://ygbh.live/huya.php?id=21059581
电影_漫威,http://ygbh.live/huya.php?id=11602034
电影_宇宙,http://ygbh.live/huya.php?id=11342428
电影_怪兽,http://ygbh.live/huya.php?id=21059577
电影_武侠,http://ygbh.live/huya.php?id=11342427
电影_警匪,http://ygbh.live/huya.php?id=11352886
电影_罪犯,http://ygbh.live/huya.php?id=11352962
电影_枪战,http://ygbh.live/huya.php?id=21059579
电影_海盗,http://ygbh.live/huya.php?id=21059595
电影_赛车,http://ygbh.live/huya.php?id=11279247
电影_推荐,http://ygbh.live/huya.php?id=11602041
电影_救援,http://ygbh.live/huya.php?id=21059594
电影_热血,http://ygbh.live/huya.php?id=11352934
电影_盗墓,http://ygbh.live/huya.php?id=21059552
电影_贺岁,http://ygbh.live/huya.php?id=11601971
电影_玄幻,http://ygbh.live/huya.php?id=11342414
电影_谍战,http://ygbh.live/huya.php?id=21059585
电影_战争,http://ygbh.live/huya.php?id=21059592
电影_喜剧,http://ygbh.live/huya.php?id=11352877
电影_港片,http://ygbh.live/huya.php?id=11602043
电影_国产,http://ygbh.live/huya.php?id=11352973
电影_周星星,http://ygbh.live/huya.php?id=11336587
电影_李连杰,http://ygbh.live/huya.php?id=11342390
电影_洪金宝,http://ygbh.live/huya.php?id=11279251
电影_梁家辉,http://ygbh.live/huya.php?id=11342429
电影_刘德华,http://ygbh.live/huya.php?id=11342424
电影_斯坦森,http://ygbh.live/huya.php?id=21059588
电影_小鬼头,http://ygbh.live/huya.php?id=11352963
电影_八点档,http://ygbh.live/huya.php?id=880261
电影_蜘蛛侠,http://ygbh.live/huya.php?id=21059599
电影_贺岁片,http://ygbh.live/huya.php?id=11601986
电影_功夫片,http://ygbh.live/huya.php?id=11352941
电影_黑帮片,http://ygbh.live/huya.php?id=11336719
电影_丧尸片,http://ygbh.live/huya.php?id=21059578
电影_灾难片,http://ygbh.live/huya.php?id=11602075
电影_谍战片,http://ygbh.live/huya.php?id=21059587
电影_战争片,http://ygbh.live/huya.php?id=21059574
电影_犯罪片,http://ygbh.live/huya.php?id=11352974
电影_古装片,http://ygbh.live/huya.php?id=11336590
电影_高分动作,http://ygbh.live/huya.php?id=11352884
电影_动作电影,http://ygbh.live/huya.php?id=11602077
电影_搞笑喜剧,http://ygbh.live/huya.php?id=11342423
电影_喜剧专场,http://ygbh.live/huya.php?id=11602044
电影_欢笑影院,http://ygbh.live/huya.php?id=11352894
电影_不挤影院,http://ygbh.live/huya.php?id=11352897
电影_国产悬疑,http://ygbh.live/huya.php?id=11342395
电影_快意江湖,http://ygbh.live/huya.php?id=11342435
电影_黑帮斗争,http://ygbh.live/huya.php?id=11342419
电影_嫣然影厅,http://ygbh.live/huya.php?id=11601977
电影_许氏三杰,http://ygbh.live/huya.php?id=11602033
电影_经典港片,http://ygbh.live/huya.php?id=11352965
电影_镖行天下,http://ygbh.live/huya.php?id=11352969
电影_高能反转,http://ygbh.live/huya.php?id=11352887
电影_喜乐影院,http://ygbh.live/huya.php?id=21059580
电影_蘑菇影厅,http://ygbh.live/huya.php?id=11601981
电影_搞笑恐怖,http://ygbh.live/huya.php?id=11601960
电影_死神来了,http://ygbh.live/huya.php?id=11352903
电影_变形金刚,http://ygbh.live/huya.php?id=21059596
电影_怪兽系列,http://ygbh.live/huya.php?id=21059554
剧集_老三国,http://ygbh.live/huya.php?id=11602081
